timestamp;buyer;seller;symbol;currency;price;quantity
0;;;ASH_COATED_OSMIUM;XIRECS;9995;6
3600;;;ASH_COATED_OSMIUM;XIRECS;10009;3
4200;;;ASH_COATED_OSMIUM;XIRECS;10011;2
4400;;;INTARIAN_PEPPER_ROOT;XIRECS;12011;5
4800;;;INTARIAN_PEPPER_ROOT;XIRECS;12008;3
5000;;;INTARIAN_PEPPER_ROOT;XIRECS;11998;5
9100;;;ASH_COATED_OSMIUM;XIRECS;9998;4
9600;;;ASH_COATED_OSMIUM;XIRECS;9993;6
10000;;;ASH_COATED_OSMIUM;XIRECS;9994;8
12100;;;ASH_COATED_OSMIUM;XIRECS;9994;5
14000;;;ASH_COATED_OSMIUM;XIRECS;10011;3
15100;;;ASH_COATED_OSMIUM;XIRECS;10010;2
15100;;;ASH_COATED_OSMIUM;XIRECS;10010;8
17400;;;INTARIAN_PEPPER_ROOT;XIRECS;12013;3
18500;;;ASH_COATED_OSMIUM;XIRECS;10010;6
23000;;;INTARIAN_PEPPER_ROOT;XIRECS;12016;4
23100;;;INTARIAN_PEPPER_ROOT;XIRECS;12019;4
23900;;;ASH_COATED_OSMIUM;XIRECS;9990;4
24300;;;ASH_COATED_OSMIUM;XIRECS;9993;4
24600;;;ASH_COATED_OSMIUM;XIRECS;9992;3
30400;;;ASH_COATED_OSMIUM;XIRECS;10009;2
30400;;;INTARIAN_PEPPER_ROOT;XIRECS;12037;6
32800;;;ASH_COATED_OSMIUM;XIRECS;9992;4
34000;;;ASH_COATED_OSMIUM;XIRECS;10010;7
34400;;;INTARIAN_PEPPER_ROOT;XIRECS;12041;3
34500;;;ASH_COATED_OSMIUM;XIRECS;9993;8
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;12045;7
35700;;;INTARIAN_PEPPER_ROOT;XIRECS;12039;3
35800;;;INTARIAN_PEPPER_ROOT;XIRECS;12032;7
36500;;;ASH_COATED_OSMIUM;XIRECS;10010;3
37900;;;ASH_COATED_OSMIUM;XIRECS;9990;4
38400;;;ASH_COATED_OSMIUM;XIRECS;10009;3
38500;;;INTARIAN_PEPPER_ROOT;XIRECS;12032;5
39100;;;ASH_COATED_OSMIUM;XIRECS;10009;6
39900;;;ASH_COATED_OSMIUM;XIRECS;10010;7
41500;;;ASH_COATED_OSMIUM;XIRECS;10009;5
42800;;;INTARIAN_PEPPER_ROOT;XIRECS;12049;5
44700;;;INTARIAN_PEPPER_ROOT;XIRECS;12041;8
50900;;;ASH_COATED_OSMIUM;XIRECS;9990;5
51400;;;INTARIAN_PEPPER_ROOT;XIRECS;12045;4
52600;;;INTARIAN_PEPPER_ROOT;XIRECS;12056;8
54600;;;ASH_COATED_OSMIUM;XIRECS;9988;6
